Año,Identificador de la Orden,Rama de la Entidad,Sector de la Entidad,Entidad,Solicitante,Fecha,Proveedor,Estado,Solicitud,Items,Total,Agregacion,Ciudad,Entidad Obigada,EsPostconflicto
2016,10357,Ejecutiva,Transporte,BOGOTA - SECRETARIA DISTRITAL DE MOVILIDAD,Hortensia Maldonado Rodriguez,09/06/2016 12:00:00 AM,Omar Vanegas Nieto,Cerrada,20022,22 Unidad of kit Formal Clima Frio De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,4077236.00,Dotaciones de Vestuario,Bogotá,No obligada,ND
2016,8078,Ejecutiva,Justicia y del Derecho,ANDJE,Joaquin Mauricio Galarza Vejarano,04/28/2016 12:00:00 AM,Controles Empresariales S.A.S.,Cerrada,16058,50 Unidad of Producto - Región Todas - Office - Producto Microsoft OfficeProfessionalPlus SoftwareAssurance Government OLP 1License NoLevel Región 1 a 4 Una sola vez 1 Licencia por Dispositivo  1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Sistema Operativo Windows Server - Producto Microsoft Windows ServerCAL SoftwareAssurance Government OLP 1License NoLevel DvcCAL Región 1 a 4 Una sola vez 1 Licencia por Dispositivo  1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Comunicaciones Unificadas SfB Server - Microsoft SkypeforBusiness SoftwareAssurance Government OLP 1License NoLevel 1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Comunicaciones Unificadas SfB Server - Microsoft SfBServerEntCAL SoftwareAssurance Government OLP 1License NoLevel DvcCAL 1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Comunicaciones Unificadas SfB Server - Microsoft SfBServerStdCAL SoftwareAssurance Government OLP 1License NoLevel DvcCAL 1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Comunicaciones Unificadas SfB Server - Microsoft SfBServerPlusCAL SoftwareAssurance Government OLP 1License NoLevel DvcCAL 1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Colaboración SharePoint Server - Producto Microsoft SharePointStandardCAL SoftwareAssurance Government OLP 1License NoLevel DvcCAL Región 1 a 4 Una sola vez 1 Licencia por Dispositivo  1 Licencia por Dispositivo - 1 - Und 50 Unidad of Producto - Región Todas - Gestión de Software System Center - Producto Microsoft SysCtrConfigMgrCltMgmtLic SoftwareAssurance Government OLP 1License NoLevel PerUsr Región 1 a 4 Una sola vez 1 Licencia por Usuario  1 Licencia por Usuario - 1 - Und 20 Unidad of Producto - Región Todas - Office 365 - Producto Microsoft Office365PlanE3Open ShrdSvr SubscriptionVL Government OLP 1License NoLevel Qualified Annual Región 1 a 4 Pago Anual Anticipado 1 Licencia por usuario  1 Licencia por usuario - 1 - Und 20 Unidad of Producto - Región Todas - Enterprise Mobility Suite Open - Producto Microsoft EnterpriseMobilitySuiteOpen ShrdSvr SubscriptionVL Government OLP 1License NoLevel Qualified Annual Suscripción anual Pago Anual Anticipado 1 Licencia por Usuario - 1 - Und 1 Unidad of Producto - Región Todas - Bases de Datos SQL Server - Producto Microsoft SQLServerStandardEdition License/SoftwareAssurancePack Government OLP 1License NoLevel Región 1 a 4 Una sola vez 1 Licencia por Servidor  1 Licencia por Servidor - 1 - Und 1 Unidad of Producto - Región Todas - Sistema Operativo Windows Server - Producto Microsoft Windows ServerStandard License/SoftwareAssurancePack Government OLP 1License NoLevel 2Proc Región 1 a 4 Una sola vez 1 Licencia por cada 2 Procesadores  1 Licencia por cada 2  10 Unidad of Producto - Región Todas - Sistema Operativo Windows Server - Producto Microsoft Windows ServerCAL License/SoftwareAssurancePack Government OLP 1License NoLevel DvcCAL Región 1 a 4 Una sola vez 1 Licencia por Dispositivo  1 Licencia por Dispositivo - 1 - U 1 Unidad of IVA,85654194.73,Microsoft,Bogotá,Obligada,ND
2016,10145,Ejecutiva,Hacienda y Crédito Público,SUPERINTENDENCIA FINANCIERA DE COLOMBIA,Jose Humberto Velez Gutierrez,08/25/2016 12:00:00 AM,BPM Consulting,Emitida,19624,12 Mes of 6 - Agente con puesto de trabajo-Agente general_Mes_Baja-Plata - 7 Und 12 Mes of 102 - Agente en la Entidad Compradora-Agente general_Mes_Baja-Plata - 2 Und 12 Mes of 126 - Agente en la Entidad Compradora-Agente profesional_Mes_Baja-Plata - 2 Und 12 Mes of 138 - Agente en la Entidad Compradora-Agente especializado_Mes_Baja-Plata - 1 Und 1 Mes of 1306 - Hora desarrollo (IVR Transaccional u otros)-__-Oro - 300 Hora desarrollo 12 Mes of 1307 - Grabación anuncios IVR -__-Plata - 4 Anuncio para IVR 12 Mes of 1320 - Canal Dedicado a Otro Centro de Contacto o Entidad Compradora-__-Oro - 1 Und 12 Mes of 1229 - Transferencia de llamadas-__-Plata - 1500 Transferencia realizada 12 Mes of 1297 - Minuto IVR Enrutador-__-Plata - 18000 Minuto 12 Mes of 1299 - Minuto IVR Audiotexto-__-Plata - 200 Minuto 12 Mes of 1302 - IVR Transaccional-__-Oro - 1000 Minuto 1 Unidad of Valor IVA 1 Unidad of Gravámenes adicionales 10 Mes of 1224 - Minuto a Celular outbound Otros operadores - Plata - 250 Minuto  10 Mes of 1217 - Minuto Llamada Bogotá Outbound - Plata - 100 Minuto  10 Mes of 1219 - Minuto larga distancia nacional outbound - Plata - 250 Minuto  1 Unidad of Reajuste salarial 2.017,782278452.26,Centro de contacto,Bogotá,Obligada,ND
2016,10148,Ejecutiva,Defensa Nacional,DIRECCION DE ANTINARCOTICOS POLICIA NACIONAL,Jose Angel Mendoza Guzman,08/25/2016 12:00:00 AM,Unión Temporal Serviactiva 2014,Emitida,19691,8 Mes of R7 - Operario de aseo y cafetería Tiempo Completo - 1 8 Unidad of R7 - Bienes de Aseo y Cafetería 1 Unidad of R7 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R7 - Recargo por dotación especial 1 Unidad of R7 - AIU 1 Unidad of R7 - IVA 1 Unidad of R7 - Gravámenes adicionales,11073016.36,Aseo y Cafetería,Bogotá,Obligada,ND
2014,1015,Ejecutiva,Planeación,DEPARTAMENTO NACIONAL DE PLANEACION,Jose Faid Garzon Rivera,12/19/2014 12:00:00 AM,Unión Temporal Élite,Cerrada,3361,22 Mes of Operario de aseo y cafetería Tiempo Completo - 24 22 Mes of Operario de aseo Tiempo Completo - 12 22 Mes of Coordinador de tiempo completo Tiempo Completo - 1 4 Metro Cuadrado of Fumigación - 11000 22 Unidad of Bienes de Aseo y Cafetería 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of IVA 1 Unidad of Gravámenes adicionales 15 Mes of Operario de aseo y cafetería de tiempo completo - 1 15 Mes of Operario de aseo y cafetería de medio tiempo - 1  15 Unidad of Bienes de Aseo y Cafetería 10 Mes of Reajuste Salarial 2 Metro Cuadrado of Reajuste IPC Fumigación 6 Mes of Operario de aseo y cafeteria de tiempo completo - 36  6 Mes of Coordinador de tiempo completo - 1  6 Mes of Operario de aseo y cafeteria medio  tiempo - 1  1 Metro Cuadrado of Fumigación - 11000  6 Unidad of Bienes de aseo y cafeteria  6 Unidad of Recargo x trabajo nocturno  extra  dominical o festivo - 13,1725609864.20,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10150,Ejecutiva,Defensa Nacional,POLICIA NACIONAL - GESTION GENERAL,Juan Miguel Morales Fernandez,08/25/2016 12:00:00 AM,DISTRIBUIDORA NISSAN S.A.,Cerrada,19685,11 Unidad of Vehículo 1 Unidad of Adecuaciones y Accesorios Adicionales 1 Unidad of Mantenimiento Preventivo 1 Unidad of Requerimientos de la Matricula 1 Unidad of Gravámenes adicionales 1 Unidad of Lugar de Entrega,1253801109.00,Vehículos II,Bogotá,Obligada,ND
2016,10151,Ejecutiva,Defensa Nacional,DIRECCION DE ANTINARCOTICOS POLICIA NACIONAL,Jose Angel Mendoza Guzman,08/25/2016 12:00:00 AM,Unión Temporal Eminser-Soloaseo,Emitida,19697,8 Mes of R9 - Operario de aseo y cafetería Tiempo Completo - 1 8 Unidad of R9 - Bienes de Aseo y Cafetería 1 Unidad of R9 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R9 - Recargo por dotación especial 1 Unidad of R9 - AIU 1 Unidad of R9 - IVA 1 Unidad of R9 - Gravámenes adicionales,11832634.24,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10153,Ejecutiva,Justicia y del Derecho,INPEC - COMPLEJO CARCELARIO Y PENITENCIARIO METROPOLITANO DE BOGOTA,Jesús Albeiro Peña Roa,08/25/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Cerrada,19603,1 Unidad of UPS 1000VA FORZA 4 Unidad of Cable HDMI/HDMI FullHD Stan1.83M 1 Unidad of Parlante Bose Companion 2 III 2 Unidad of Regulador Forza 1200VA,974800.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10154,Ejecutiva,Justicia y del Derecho,INPEC - COMPLEJO CARCELARIO Y PENITENCIARIO METROPOLITANO DE BOGOTA,Jesús Albeiro Peña Roa,08/25/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Cerrada,19708,1 Unidad of Camara Comp Nikon S3700 +Est+8GB Ng 2 Unidad of Microfono Kalley K-MA30 20 Unidad of Silla Delta Blanca Rimax 1 Unidad of Parlante Kalley K-SPK70B BT,1724900.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10155,Ejecutiva,Justicia y del Derecho,INPEC - COMPLEJO CARCELARIO Y PENITENCIARIO METROPOLITANO DE BOGOTA,Jesús Albeiro Peña Roa,08/25/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Cerrada,19710,200 Unidad of CUADERNO COSIDO GDE 100 HOJAS CUADROS Cod: 8499890 5 Unidad of TONER H.P CE505A NEGRO LJ P2035/P2055 Cod: 8490936 3 Unidad of TONER H.P. Q7553X NEGRO LASER JET Cod: 8151129 20 Unidad of BLOCK PAPEL IRIS CARTA CROMACOLOR 50 H. Cod: 8014220 70 Unidad of CARTON PAJA BLANCO 70X100 390 GRS. Cod: 8007932 10 Unidad of GLOBO R-12 FASHION SURTIDO PAQUETE X 50 Cod: 8499795 5 Unidad of TEMPERA X 6 COLORES TROPICOLOR Cod: 8490854 20 Unidad of PAPEL PERIODICO 48.5 GR 70X100 UNIDAD Cod: 8490737 4 Unidad of ALMOHADILLA DACTILAR EASY PRINT CERAMICA Cod: 8490846 4 Unidad of CORTADOR GRUESO PLASTICO SEGURO NEGRO RG Cod: 8490707 10 Unidad of COLORES PRISMACOLOR CAJA ACRILICA X 12 UND Cod: 8490772 24 Unidad of MARCADOR ROJO PERMANENTE ERGONOMICO Cod: 8490662 24 Unidad of MARCADOR NEGRO PERMANENTE ERGONOMICO Cod: 8490773 24 Unidad of MARCADOR VERDE PERMANENTE ERGONOMICO Cod: 8490701 24 Unidad of MARCADOR AZUL PERMANENTE ERGONOMICO Cod: 8490763 24 Unidad of MARCADOR AZUL SECO ERGONOMICO SPEKTRA Cod: 8490767 24 Unidad of MARCADOR ROJO SECO ERGONOMICO SPEKTRA Cod: 8490690 48 Unidad of MARCADOR SECO NEGRO ERGONOMICO SPEKTRA Cod: 8490695 12 Unidad of MARCADOR AZUL SIGNAL PUNTA FINA PERMANENTE Cod: 8490770 24 Unidad of MARCADOR NEGRO SIGNAL P/FINA Cod: 8101925 12 Unidad of MARCADOR ROJO SIGNAL P/FINA Cod: 8101926 20 Unidad of PEGANTE BARRA FELIFIX 20G Cod: 8173456 10 Unidad of PEGANTE UNIVERSAL BLANCO 225G COLBON Cod: 8026338 30 Unidad of PINCEL REDONDO #06 P/CERDA BEZT SUELTO Cod: 8500684 20 Unidad of PINCEL REDONDO 12 P/CERDA KANGRUI SUELTO Cod: 8500685 1 Unidad of TIJERA MULTIUSOS MANGO ERGONOMICO 7  Cod: 8490843 50 Unidad of TIJERA PUNTA ROMA 5  GLUPE Cod: 8490895 2 Unidad of PAPEL KIMBERLY 90GR CARTA RESMA BLANCO INTENSO Cod: 8490815 1 Unidad of CD REGRABABLE 700MB 4X 80MIN X25 IMATION Cod: 8101577,6105937.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10159,Ejecutiva,Cultura,BIBLIOTECA DEPARTAMENTAL JORGE GARCES BORRERO,Luz Marina Lagarejo Hinestroza,08/26/2016 12:00:00 AM,DISTRIBUIDORA NISSAN S.A.,Emitida,19693,1 Unidad of NEW FRONTIER 4X2 GASOLINA 1 Unidad of Adecuaciones y Accesorios Adicionales 1 Unidad of Mantenimiento Preventivo 1 Unidad of Requerimientos de la Matricula 1 Unidad of Gravámenes adicionales 1 Unidad of Lugar de Entrega,89664900.00,Vehículos II,Cali,No obligada,ND
2016,10160,Ejecutiva,Función Pública,DEPARTAMENTO ADMINISTRATIVO DE LA FUNCION PUBLICA,Daniel Eduardo Sarmiento Sanchez,08/26/2016 12:00:00 AM,PANAMERICANA LIBRERÍA Y PAPELERÍA S.A.,Emitida,19550,11 Unidad of INACTIVE TONER H.P. Q7551X LJ P3005/M3027 Cod: 8137416 14 Unidad of INACTIVE TONER H.P. Q7553X NEGRO LASER JET Cod: 8151129 4 Unidad of INACTIVE TONER H.P CE505X NEGRO LJ P2055 Cod: 8490937,24757300.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10161,Ejecutiva,Defensa Nacional,DEPARTAMENTO DE POLICIA - CAQUETA,Henry Alejandro Trujillo Ruiz,08/26/2016 12:00:00 AM,Consorcio ISA,Emitida,19719,254 Unidad of Juego de cama NTMD 0067 A5 1 Unidad of IVA,11271529.10,Material de Intendencia,Florencia,Obligada,ND
2016,10162,Ejecutiva,"Vivienda, Ciudad y Territorio",COMISION REG AGUA POTABLE SANEAMIENTO BASICO,Daniel Alfonso Carreño Niño,08/26/2016 12:00:00 AM,La Previsora S.A.,Emitida,19718,1 Unidad of Automóvil 1 Unidad of IVA,5059342.47,Seguros de Vehículos,Bogotá,Obligada,ND
2016,10169,Ejecutiva,Defensa Nacional,DIRECCION DE ANTINARCOTICOS POLICIA NACIONAL,Jose Angel Mendoza Guzman,08/26/2016 12:00:00 AM,Unión Temporal Serviactiva 2014,Emitida,19734,8 Mes of R10 - Operario de aseo y cafetería Tiempo Completo - 2 8 Unidad of R10 - Bienes de Aseo y Cafetería 1 Unidad of R10 - Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of R10 - Recargo por dotación especial 1 Unidad of R10 - AIU 1 Unidad of R10 - IVA 1 Unidad of R10 - Gravámenes adicionales,22117883.60,Aseo y Cafetería,Bogotá,Obligada,ND
2016,10170,Ejecutiva,Justicia y del Derecho,TOLIMA - COMPLEJO CARCELARIO Y PENITENCIARIO DE IBAGUE PICALEÑA COIBA,Aranza Rocio Vargas Solano,08/26/2016 12:00:00 AM,MAKRO SUPERMAYORISTA S.A.S,Emitida,18944,32 Unidad of HARINA TRIGO HAZ DE OROS X 50KG,2720000.00,Grandes Superficies,Ibague,Obligada,ND
2016,10171,Ejecutiva,Salud y Protección Social,SUPERINTENDENCIA NACIONAL DE SALUD,Ana Catalina Castro Lozano,08/26/2016 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,19716,1 Unidad of Soporte Técnico y Actualización,125225432.00,ArcGIS,Bogotá,Obligada,ND
2016,10172,Ejecutiva,Salud y Protección Social,SUPERINTENDENCIA NACIONAL DE SALUD,Ana Catalina Castro Lozano,08/26/2016 12:00:00 AM,ESRI COLOMBIA SAS,Emitida,19559,3 Unidad of CCE86353 ArcGIS for Desktop Standard Concurrent License 1 Unidad of CCE88282 ArcGIS Spatial Analyst for Desktop Concurrent License 1 Unidad of CCE99736 ArcGIS Network Analyst for Desktop Concurrent License 1 Unidad of CCE52382 ArcGIS for Desktop Advanced Concurrent License 1 Año of CCE130574 ArcGIS Online Level 2 Plan; Includes 50 Name User and 10 000 Service Credits 1 Año of INACTIVE CCE139825 StreetMap Premium for ArcGIS for Desktop Colombia HERE Single Use Term License 50 Día of C-CCE-IND Individual (1 estudiante) 1 Unidad of IVA ArcGIS,197734079.00,ArcGIS,Bogotá,Obligada,ND
2016,10173,Ejecutiva,Ambiente y Desarrollo Sostenible,PARQUES NACIONALES NATURALES - DIRECCION TERRITORIAL ORINOQUIA,Yury Lorena Peña Gonzalez,08/26/2016 12:00:00 AM,Organización Terpel S.A.,Emitida,16661,4 499 500 Peso (COP) of Combustible Terpel - Bogotá.,4499500.00,Combustible (Bogotá) II,Vilavicencio,Obligada,ND
2016,10174,Ejecutiva,Defensa Nacional,POLICIA NACIONAL - GESTION GENERAL,Juan Miguel Morales Fernandez,08/26/2016 12:00:00 AM,Incolmotos Yamaha S.A.,Emitida,19744,177 Unidad of Moto 1 Unidad of Adecuaciones y Accesorios Adicionales 1 Unidad of Mantenimiento Preventivo 1 Unidad of Requerimientos de la Matricula 1 Unidad of SOAT 1 Unidad of Gravámenes adicionales,3287472684.00,"Motocicletas, Cuatrimotos y Motocarros",Bogotá,Obligada,ND
2016,10175,Ejecutiva,Defensa Nacional,POLICIA NACIONAL - GESTION GENERAL,Juan Miguel Morales Fernandez,08/26/2016 12:00:00 AM,SUZUKI Motor de Colombia S.A.,Emitida,19747,116 Unidad of Suzuki DRX 200 MT 200CC  1 Unidad of Adecuaciones Accesorios Adicionales 1 Unidad of Mantenimiento Preventivo 1 Unidad of Requerimientos de la Matricula 1 Unidad of SOAT 1 Unidad of Gravámenes adicionales,1856000000.00,"Motocicletas, Cuatrimotos y Motocarros",Bogotá,Obligada,ND
2016,10176,Ejecutiva,Defensa Nacional,MEBUC,Diego Duran Renoga,08/26/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Cerrada,17200,3 Unidad of Plastico Negro Baja Densidad Recuperado 4mx100m Cal 6 5 Unidad of Sombra Negra 80% 4M X100M 154 Unidad of Saco Para Trinchera paquete x 500 unidades,52003546.00,Grandes Superficies,Bucaramanga,Obligada,ND
2016,10179,Ejecutiva,Defensa Nacional,POLICIA METROPOLITANA DE NEIVA,Omar Fuentes Sanabria,08/26/2016 12:00:00 AM,Organización Terpel S.A.,Cerrada,17084,1 798 826 636 Peso (COP) of Combustible Terpel - Neiva,1798826636.00,Combustible (Nacional),Ciudad,Obligada,ND
2014,1018,Ejecutiva,Educación Nacional,INSTITUTO CARO Y CUERVO,Auris Margarita Mendoza Ureche,12/19/2014 12:00:00 AM,MAKRO SUPERMAYORISTA S.A.S,Cerrada,3263,1 Unidad of INACTIVE NEVERA SAMSUNG GRIS CON DISPENSADOR 290LTS 1 Unidad of INACTIVE HORNO MICROHONDAS SAMSUNG 0.8pies BLANCO 2 Unidad of INACTIVE GRECA ELECTRICA FERIA 2 SERVICIOS 60 TINTOS BTA,2358377.00,Grandes Superficies,Yerbabuena-cundinamarca,Obligada,ND
2016,10180,Ejecutiva,No Definido,CUNDINAMARCA - GOBERNACION DE CUNDINAMARCA,Diego Alejandro Rivera Gonzalez,08/29/2016 12:00:00 AM,Confecciones Paez S.A.,Emitida,19736,3 Unidad of kit Clásico Clima Frio De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,605515.00,Dotaciones de Vestuario,Bogotá,No obligada,ND
2016,10181,Ejecutiva,Planeación,SUPERINTENDENCIA DE SERVICIOS PUBLICOS DOMICILIARIOS,William Elias Sanabria Romero,08/29/2016 12:00:00 AM,Seguros Generales Suramericana S.A.,Cerrada,19728,1 Unidad of 110 MOTOS Hasta 100c.c.  1 Unidad of 120 MOTOS 100 a 200c.c.  1 Unidad of 130 MOTOS Más de 200c.c.  1 Unidad of 140 MOTOS Motocarros  1 Unidad of 211 CAMPEROS Y CAMIONETAS Hasta 1500c.c. 0 a 9 años 1 Unidad of 212 CAMPEROS Y CAMIONETAS Hasta 1500c.c. Más de 10 1 Unidad of 221 CAMPEROS Y CAMIONETAS 1500 a 2500c.c. 0 a 9 años 1 Unidad of 222 CAMPEROS Y CAMIONETAS 1500 a 2500c.c. Más de 10 1 Unidad of 231 CAMPEROS Y CAMIONETAS Más de 2500c.c. 0 a 9 años 1 Unidad of 232 CAMPEROS Y CAMIONETAS Más de 2500c.c. Más de 10 1 Unidad of 310 CARGA O MIXTO Hasta 5 toneladas  1 Unidad of 320 CARGA O MIXTO 5 a 15 toneladas  1 Unidad of 330 CARGA O MIXTO Más de 15 toneladas  1 Unidad of 410 OFICIALES ESPECIALES Hasta 1500c.c.  1 Unidad of 420 OFICIALES ESPECIALES 1500 a 2500c.c.  1 Unidad of 430 OFICIALES ESPECIALES Más de 2500 c.c.  1 Unidad of 511 AUTOS FAMILIARES Hasta 1500c.c. 0 a 9 años 1 Unidad of 512 AUTOS FAMILIARES Hasta 1500c.c. Más de 10 1 Unidad of 521 AUTOS FAMILIARES 1500 a 2500c.c. 0 a 9 años 1 Unidad of 522 AUTOS FAMILIARES 1500 a 2500c.c. Más de 10 1 Unidad of 531 AUTOS FAMILIARES Más de 2500c.c. 0 a 9 años 1 Unidad of 532 AUTOS FAMILIARES Más de 2500c.c. Más de 10 1 Unidad of 611 VEHICULOS PARA SEIS O MAS PASAJEROS Hasta 2500c.c. 0 a 9 años 1 Unidad of 612 VEHICULOS PARA SEIS O MAS PASAJEROS Hasta 2500c.c. Más de 10 1 Unidad of 621 VEHICULOS PARA SEIS O MAS PASAJEROS Más de 2500c.c. 0 a 9 años 1 Unidad of 622 VEHICULOS PARA SEIS O MAS PASAJEROS Más de 2500c.c. Más de 10 1 Unidad of 711 AUTOS DE NEGOCIOS Y TAXIS Hasta 1500c.c. 0 a 9 años 1 Unidad of 712 AUTOS DE NEGOCIOS Y TAXIS Hasta 1500c.c. Más de 10 1 Unidad of 721 AUTOS DE NEGOCIOS Y TAXIS 1500 a 2500c.c. 0 a 9 años 1 Unidad of 722 AUTOS DE NEGOCIOS Y TAXIS 1500 a 2500c.c. Más de 10 1 Unidad of 731 AUTOS DE NEGOCIOS Y TAXIS Más de 2500c.c. 0 a 9 años 1 Unidad of 732 AUTOS DE NEGOCIOS Y TAXIS Más de 2500c.c. Más de 10 1 Unidad of 810 BUSES Y BUSETAS DE SERVICIO PUBLICO URBANO   1 Unidad of 910 SERVICIO PUBLICO INTERMUNICIPAL Hasta 10 pasajeros  1 Unidad of 920 SERVICIO PUBLICO INTERMUNICIPAL Más de 10 pasajeros,532471.00,SOAT II,Bogotá,Obligada,ND
2016,10184,Ejecutiva,Transporte,INSTITUTO NACIONAL DE VIAS,Deisy Astrid Cabrera Ahumada,08/29/2016 12:00:00 AM,COLOMBIANA DE COMERCIO S.A Y/O ALKOSTO S.A,Cerrada,19677,5 Unidad of Lector externo de discos duros 5 Unidad of Fusor para lexmark x644 5 Unidad of Fusor para lexmark x656 10 Unidad of Kit mantenimiento Lexmark MX 711 10 Unidad of KIT mantenimiento Lexmark x644 5 Unidad of Monitor LG 20M38A 20  6 Unidad of TONER LEXMARK C7720CX 2 Unidad of TONER LEXMARK 80C8SC0 CYAN CX310/CX410/CX510 2.000K 2 Unidad of TONER LEXMARK 80C8sM0 MAGENTA CX310/CX410/CX510 2 Unidad of TONER LEXMARK 80C8SY0 AMARILLO 2 Unidad of TONER LEXMARK 80C8HK0 NEGRO CX410/CX510 4.000K 2 Unidad of Toner para impresora laser jet Pro 2 Unidad of Toner para impresora laser jet Pro MFP M176n 2 Unidad of Toner para impresora laser jet Pro MFP M176n 2 Unidad of Toner para impresora laser jet Pro 1 Unidad of bater a para Lenovo G50-70 Modelo de bater a L12M4A02 Portatil SRT Placa 103674 1 Unidad of Teclado para Lenovo G50-70 modelo equipo 20351 Portatil SRT Placa 103674 5 Unidad of Memoria ddr3 2GB 5 Unidad of Memoria ddr2 2GB PC 4600 5 Unidad of Memoria ddr3 4GB,49289002.00,Grandes Superficies,Bogotá,Obligada,ND
2016,10124,Ejecutiva,Transporte,ARAUCA-BATALLON DE INGENIEROS No.18  GENERAL. RAFAEL NAVAS PARDO -TAME,Kiliam Rolando Umaña Camacho,08/25/2016 12:00:00 AM,Servicio Aéreo a Territorios Nacionales S.A.,Emitida,19672,1 Unidad of Suministro de Tiquetes Aéreos.,25000000.00,Tiquetes Aéreos,Tame,Obligada,ND
2016,10185,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Ronald Alfonso Avila Acuña,08/29/2016 12:00:00 AM,Permoda Ltda.,Emitida,19346,12 Unidad of kit Un par de zapatos Calzado De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,2335776.00,Dotaciones de Vestuario,Valledupar,Obligada,ND
2016,10186,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Ronald Alfonso Avila Acuña,08/29/2016 12:00:00 AM,Permoda Ltda.,Emitida,19264,12 Unidad of kit Dotación Clima Cálido De 1 a 100- H 1 Unidad of IVA 1 Unidad of Gravamen adicional,2383104.00,Dotaciones de Vestuario,Valledupar,Obligada,ND
2016,10187,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Ronald Alfonso Avila Acuña,08/29/2016 12:00:00 AM,Unión Temporal Confeccionistas Unidos de Colombia,Emitida,19343,27 Unidad of kit Dotación Clima Cálido De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,4650906.00,Dotaciones de Vestuario,Valledupar,Obligada,ND
2016,10188,Ejecutiva,Inclusión social y reconciliación,INSTITUTO COLOMBIANO DE BIENESTAR FAMILIAR,Ronald Alfonso Avila Acuña,08/29/2016 12:00:00 AM,Permoda Ltda.,Emitida,19581,27 Unidad of kit Un par de zapatos Calzado De 1 a 100- M 1 Unidad of IVA 1 Unidad of Gravamen adicional,5258095.56,Dotaciones de Vestuario,Valledupar,Obligada,ND
2016,10189,Ejecutiva,Educación Nacional,SECRETARIA DE EDUCACION,Juan David Velez Bolivar,08/29/2016 12:00:00 AM,Aerodelicias Ltda,Cerrada,19772,999 Unidad of PAE-6 a 8 anos-complemento-refrigerio-s5 50 653 Unidad of PAE-9 a 12 anos-complemento-refrigerio-s5 79 771 Unidad of PAE-13 a 17 anos-complemento-refrigerio-s5,293818138.98,PAE,Bogotá,No obligada,ND
2014,1019,Ejecutiva,Salud y Protección Social,MINISTERIO SALUD Y PROTECCION SOCIAL - GENERAL,Liz Mildred Morales Galvis,12/19/2014 12:00:00 AM,GYE Grupo y Estrategia S.A.S.,Cerrada,3394,22 Mes of Operario de aseo Tiempo Completo - 36 22 Mes of Operario de cafetería Tiempo Completo - 26 22 Mes of Operario auxiliar Tiempo Completo - 6 22 Mes of Coordinador de tiempo completo Tiempo Completo - 1 7 Metro Cuadrado of Fumigación - 25712 22 Unidad of Bienes de Aseo y Cafetería 1 Unidad of Recargo por Trabajo nocturno  extra  dominical y festivo 1 Unidad of Recargo por dotación especial 1 Unidad of AIU 1 Unidad of IVA 1 Unidad of Gravámenes adicionales 12 Mes of Reajuste Salaria 215 Día of Operario de Aseo Tiempo Completo  215 Día of Operario de Cafetería Tiempo Completo  215 Día of Operario Auxiliar Tiempo Completo  215 Día of Coordinador Tiempo Completo  2 Metro Cuadrado of Fumigación  215 Unidad of Bienes de Aseo y Cafetería  4 Mes of Reajuste Salarial  4 Mes of Reajuste IPC Bienes  4 Mes of Reajuste IPC Servicios,2969961566.96,Aseo y Cafetería,Bogotá,Obligada,ND
